,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment_method,rating,dtme,time_of_day,day_name,customer_id
432,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,Ewallet,6.4,2019-01-13,evening,Sunday,9
433,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,Credit card,9.6,2019-03-09,afternoon,Saturday,23
434,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,Credit card,6.8,2019-02-22,evening,Friday,20
435,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,Ewallet,9.0,2019-03-19,evening,Tuesday,36
436,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,Ewallet,9.6,2019-01-20,evening,Sunday,30
437,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,Credit card,7.7,2019-03-08,afternoon,Friday,11
438,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,Ewallet,7.0,2019-03-08,evening,Friday,30
439,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,Credit card,6.5,2019-02-07,afternoon,Thursday,32
440,450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,Cash,8.1,2019-01-15,evening,Tuesday,28
441,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,Credit card,4.3,2019-03-22,evening,Friday,14
442,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,Credit card,6.5,2019-01-15,afternoon,Tuesday,2
443,192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,Ewallet,9.5,2019-01-08,afternoon,Tuesday,36
444,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,Cash,9.7,2019-01-15,morning,Tuesday,7
445,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,Credit card,9.5,2019-01-28,evening,Monday,14
446,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,Credit card,8.9,2019-02-14,morning,Thursday,29
447,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,Credit card,6.5,2019-03-10,evening,Sunday,35
448,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,Credit card,5.3,2019-01-12,evening,Saturday,14
449,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,Credit card,9.6,2019-03-26,morning,Tuesday,14
450,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,Cash,6.7,2019-01-01,evening,Tuesday,19
451,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,Cash,7.6,2019-01-02,evening,Wednesday,22
452,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,Ewallet,4.8,2019-03-16,afternoon,Saturday,9
453,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,Ewallet,5.5,2019-03-03,afternoon,Sunday,12
454,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,Cash,4.7,2019-01-31,afternoon,Thursday,4
455,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,Cash,6.9,2019-02-13,evening,Wednesday,13
456,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,Credit card,4.5,2019-02-15,afternoon,Friday,14
457,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,Cash,6.2,2019-02-07,evening,Thursday,22
458,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,Cash,7.6,2019-01-27,afternoon,Sunday,25
459,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,Credit card,7.9,2019-02-23,evening,Saturday,35
460,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,Cash,4.5,2019-02-03,afternoon,Sunday,34
461,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,Credit card,8.7,2019-03-03,afternoon,Sunday,14
462,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,Cash,6.1,2019-02-03,morning,Sunday,31
463,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,Cash,6.4,2019-03-17,evening,Sunday,25
464,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,Credit card,9.1,2019-03-28,afternoon,Thursday,5
465,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,Credit card,7.1,2019-03-02,morning,Saturday,26
466,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,Credit card,7.7,2019-02-08,afternoon,Friday,26
467,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,Cash,4.5,2019-03-22,evening,Friday,22
468,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,Ewallet,7.2,2019-02-09,morning,Saturday,36
469,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,Cash,8.4,2019-02-15,morning,Friday,25
470,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,Ewallet,5.4,2019-01-23,afternoon,Wednesday,27
471,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,Cash,9.7,2019-01-25,morning,Friday,1
472,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,Credit card,5.5,2019-02-02,evening,Saturday,5
473,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,Cash,4.6,2019-03-30,evening,Saturday,16
474,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,Cash,6.6,2019-03-30,evening,Saturday,1
475,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,Credit card,6.3,2019-02-25,evening,Monday,11
476,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,Credit card,4.2,2019-03-18,evening,Monday,8
477,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,Ewallet,4.4,2019-03-07,evening,Thursday,36
478,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,Ewallet,6.7,2019-03-16,morning,Saturday,24
479,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,Ewallet,6.7,2019-01-29,morning,Tuesday,12
480,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,Cash,8.4,2019-02-02,evening,Saturday,34
481,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,Cash,6.2,2019-02-15,afternoon,Friday,31
482,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,Ewallet,5.0,2019-01-08,afternoon,Tuesday,12
483,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,Cash,6.0,2019-02-12,evening,Tuesday,16
484,493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,Credit card,7.0,2019-01-01,evening,Tuesday,26
485,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,Ewallet,6.6,2019-03-21,afternoon,Thursday,15
486,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,Cash,7.3,2019-02-28,afternoon,Thursday,19
487,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,Ewallet,8.3,2019-03-23,evening,Saturday,12
488,556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,Cash,4.3,2019-01-30,evening,Wednesday,34
489,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,Ewallet,9.8,2019-02-04,afternoon,Monday,15
490,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,Ewallet,8.2,2019-03-13,evening,Wednesday,21
491,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,Credit card,7.2,2019-03-15,evening,Friday,2
492,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,Ewallet,8.7,2019-03-05,evening,Tuesday,15
493,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,Credit card,8.4,2019-03-05,afternoon,Tuesday,26
494,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,Ewallet,7.1,2019-02-26,morning,Tuesday,24
495,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,Cash,5.5,2019-03-20,afternoon,Wednesday,22
496,556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,Cash,8.5,2019-01-01,afternoon,Tuesday,31
497,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,Cash,6.2,2019-01-27,morning,Sunday,31
498,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,Cash,8.9,2019-01-21,evening,Monday,13
499,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,Cash,9.6,2019-02-02,afternoon,Saturday,1
500,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,Credit card,5.4,2019-02-03,afternoon,Sunday,17
501,573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,Ewallet,9.1,2019-01-05,afternoon,Saturday,27
502,620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,Ewallet,9.0,2019-01-27,evening,Sunday,36
503,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,Cash,6.3,2019-03-25,evening,Monday,19
504,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,Credit card,9.5,2019-02-25,evening,Monday,23
505,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,Ewallet,9.8,2019-01-28,evening,Monday,6
506,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,Cash,6.7,2019-01-08,afternoon,Tuesday,13
507,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,Credit card,7.7,2019-01-29,morning,Tuesday,20
508,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,Cash,7.0,2019-03-29,afternoon,Friday,16
509,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,Credit card,5.1,2019-02-09,evening,Saturday,26
510,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,Credit card,6.2,2019-01-16,evening,Wednesday,14
511,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,Ewallet,6.1,2019-01-05,evening,Saturday,9
512,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,Ewallet,9.3,2019-01-27,evening,Sunday,9
513,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,Cash,7.6,2019-03-14,afternoon,Thursday,10
514,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,Credit card,8.2,2019-02-23,evening,Saturday,29
515,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,Ewallet,8.5,2019-03-18,afternoon,Monday,27
516,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,Ewallet,9.8,2019-03-29,evening,Friday,18
517,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,Credit card,8.7,2019-01-22,evening,Tuesday,29
518,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,Ewallet,9.7,2019-03-01,evening,Friday,12
519,600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,Credit card,4.3,2019-01-17,afternoon,Thursday,29
520,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,Credit card,7.7,2019-03-26,morning,Tuesday,20
521,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,Cash,7.3,2019-03-20,morning,Wednesday,25
522,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,Credit card,5.9,2019-02-06,afternoon,Wednesday,2
523,133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,Cash,5.0,2019-01-01,morning,Tuesday,34
524,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,Credit card,8.0,2019-01-27,afternoon,Sunday,11
525,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,Ewallet,7.1,2019-02-25,evening,Monday,3
526,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,Credit card,9.0,2019-01-16,evening,Wednesday,23
527,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,Ewallet,6.7,2019-01-13,afternoon,Sunday,18
528,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,Credit card,6.1,2019-02-07,morning,Thursday,14
529,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,Cash,9.3,2019-02-17,evening,Sunday,10
530,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,Ewallet,7.0,2019-02-12,evening,Tuesday,12
531,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,Credit card,7.2,2019-01-24,evening,Thursday,5
532,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,Ewallet,8.2,2019-02-06,evening,Wednesday,24
533,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,Ewallet,8.4,2019-03-26,morning,Tuesday,33
534,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,Ewallet,6.2,2019-03-11,afternoon,Monday,9
535,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,Ewallet,7.4,2019-02-07,morning,Thursday,36
536,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,Credit card,5.0,2019-01-05,morning,Saturday,14
537,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,Ewallet,6.9,2019-03-07,morning,Thursday,12
538,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,Credit card,4.9,2019-02-25,evening,Monday,8
539,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,Ewallet,5.1,2019-02-01,evening,Friday,27
540,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,Ewallet,9.1,2019-01-22,morning,Tuesday,12
541,343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,Credit card,7.1,2019-01-03,morning,Thursday,29
542,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,Credit card,5.0,2019-02-13,afternoon,Wednesday,14
543,243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,Credit card,5.5,2019-01-28,evening,Monday,29
544,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,Credit card,9.2,2019-01-05,evening,Saturday,20
545,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,Ewallet,4.9,2019-03-19,afternoon,Tuesday,18
546,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,Ewallet,8.9,2019-01-12,evening,Saturday,9
547,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,Credit card,6.0,2019-01-07,afternoon,Monday,11
548,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,Cash,4.2,2019-01-26,evening,Saturday,19
549,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,Cash,7.3,2019-01-23,morning,Wednesday,7
550,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,Ewallet,6.5,2019-02-09,evening,Saturday,24
551,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,Cash,8.9,2019-02-22,morning,Friday,19
552,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,Cash,9.7,2019-02-05,afternoon,Tuesday,19
553,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,Credit card,8.6,2019-03-07,morning,Thursday,35
554,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,Cash,6.9,2019-03-25,evening,Monday,4
555,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,Credit card,7.7,2019-01-20,afternoon,Sunday,23
556,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,Cash,9.5,2019-02-04,evening,Monday,13
557,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,Ewallet,4.5,2019-01-30,evening,Wednesday,27
558,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,Ewallet,5.6,2019-01-02,afternoon,Wednesday,6
559,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,Ewallet,8.2,2019-03-29,evening,Friday,3
560,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,Cash,7.3,2019-03-14,afternoon,Thursday,22
561,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,Credit card,4.4,2019-02-11,afternoon,Monday,35
562,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,Ewallet,5.7,2019-01-30,afternoon,Wednesday,21
563,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,Ewallet,5.0,2019-03-20,afternoon,Wednesday,6
564,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,Cash,9.0,2019-03-20,afternoon,Wednesday,22
565,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,Credit card,6.3,2019-01-17,afternoon,Thursday,8
566,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,Credit card,9.4,2019-02-03,evening,Sunday,32
567,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,Cash,7.7,2019-01-01,afternoon,Tuesday,7
568,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,Credit card,5.5,2019-01-10,morning,Thursday,20
569,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,Ewallet,4.1,2019-03-02,evening,Saturday,33
570,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,Credit card,7.6,2019-02-25,evening,Monday,14
571,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,Cash,8.6,2019-01-29,morning,Tuesday,16
572,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,Ewallet,8.3,2019-03-10,evening,Sunday,6
573,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,Credit card,8.1,2019-01-13,evening,Sunday,23
574,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,Credit card,8.6,2019-03-22,afternoon,Friday,11
575,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,Ewallet,6.3,2019-03-01,evening,Friday,18
576,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,Cash,5.8,2019-02-20,evening,Wednesday,22
577,592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,Ewallet,6.2,2019-01-14,afternoon,Monday,36
578,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,Cash,7.7,2019-03-26,afternoon,Tuesday,7
579,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,Ewallet,8.1,2019-03-01,afternoon,Friday,24
580,390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,Cash,7.3,2019-01-07,afternoon,Monday,34
581,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,Cash,8.4,2019-02-01,evening,Friday,1
582,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,Credit card,8.0,2019-02-13,afternoon,Wednesday,26
583,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,Credit card,9.5,2019-01-14,evening,Monday,14
584,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,Ewallet,7.0,2019-01-19,afternoon,Saturday,24
585,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,Credit card,9.8,2019-03-09,afternoon,Saturday,11
586,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,Cash,9.2,2019-03-27,afternoon,Wednesday,7
587,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,Ewallet,7.7,2019-02-04,evening,Monday,9
588,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,Cash,5.3,2019-03-14,morning,Thursday,34
589,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,Cash,4.4,2019-03-04,afternoon,Monday,10
590,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,Credit card,4.3,2019-03-03,morning,Sunday,29
591,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,Ewallet,9.4,2019-01-27,evening,Sunday,27
592,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,Cash,9.8,2019-02-07,afternoon,Thursday,1
593,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,Ewallet,4.8,2019-02-05,morning,Tuesday,3
594,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,Cash,5.3,2019-03-15,afternoon,Friday,16
595,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,Credit card,8.7,2019-03-01,morning,Friday,23
596,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,Credit card,9.5,2019-02-15,afternoon,Friday,11
597,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,Ewallet,5.3,2019-02-17,evening,Sunday,33
598,258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,Cash,9.2,2019-01-26,evening,Saturday,31
599,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,Ewallet,9.6,2019-03-24,afternoon,Sunday,3
600,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,Ewallet,6.4,2019-01-23,evening,Wednesday,36
601,881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,Credit card,4.5,2019-01-26,morning,Saturday,32
602,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,Ewallet,6.9,2019-03-14,evening,Thursday,36
603,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,Ewallet,7.8,2019-03-17,afternoon,Sunday,21
604,484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,Cash,4.5,2019-01-08,evening,Tuesday,25
605,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,Cash,8.6,2019-02-08,afternoon,Friday,22
606,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,Ewallet,5.2,2019-02-10,afternoon,Sunday,3
607,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,Credit card,6.4,2019-03-28,evening,Thursday,26
608,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,Ewallet,5.2,2019-01-23,afternoon,Wednesday,12
609,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,Ewallet,8.9,2019-01-17,morning,Thursday,18
610,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,Credit card,6.2,2019-02-07,morning,Thursday,8
611,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,Cash,6.7,2019-03-09,morning,Saturday,25
612,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,Cash,7.2,2019-01-24,morning,Thursday,16
613,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,Credit card,9.0,2019-01-19,evening,Saturday,29
614,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,Ewallet,4.2,2019-02-03,morning,Sunday,6
615,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,Ewallet,4.2,2019-03-20,afternoon,Wednesday,3
616,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,Cash,6.9,2019-01-13,evening,Sunday,16
617,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,Ewallet,4.4,2019-03-14,evening,Thursday,30
618,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,Credit card,4.0,2019-01-23,morning,Wednesday,5
619,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,Ewallet,8.5,2019-02-07,evening,Thursday,27
620,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,Credit card,9.2,2019-03-28,afternoon,Thursday,8
621,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,Cash,9.8,2019-03-20,evening,Wednesday,1
622,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,Credit card,4.9,2019-01-17,afternoon,Thursday,14
623,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,Credit card,4.4,2019-01-12,morning,Saturday,20
624,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,Cash,6.8,2019-02-16,afternoon,Saturday,16
625,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,Cash,9.1,2019-01-26,evening,Saturday,13
626,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,Ewallet,8.7,2019-03-09,afternoon,Saturday,12
627,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,Cash,5.0,2019-03-14,afternoon,Thursday,16
628,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,Ewallet,7.5,2019-01-25,afternoon,Friday,6
629,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,Credit card,8.2,2019-01-26,evening,Saturday,8
630,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,Credit card,6.7,2019-01-19,afternoon,Saturday,11
631,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,Ewallet,5.4,2019-03-05,evening,Tuesday,12
632,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,Credit card,7.0,2019-01-15,morning,Tuesday,5
633,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,Ewallet,4.7,2019-03-18,morning,Monday,24
634,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,Credit card,5.0,2019-03-20,evening,Wednesday,17
635,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,Credit card,5.0,2019-01-15,afternoon,Tuesday,17
636,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,Credit card,6.0,2019-03-03,evening,Sunday,11
637,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,Cash,6.3,2019-03-19,afternoon,Tuesday,31
638,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,Cash,8.5,2019-03-08,afternoon,Friday,13
639,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,Ewallet,7.5,2019-02-27,evening,Wednesday,24
640,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,Ewallet,6.4,2019-02-23,evening,Saturday,15
641,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,Ewallet,4.7,2019-03-19,afternoon,Tuesday,27
642,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,Ewallet,6.0,2019-03-27,afternoon,Wednesday,18
643,131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,Credit card,4.0,2019-03-30,evening,Saturday,26
644,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,Ewallet,5.5,2019-02-16,afternoon,Saturday,30
645,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,Ewallet,8.7,2019-01-18,evening,Friday,6
646,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,Cash,7.4,2019-03-30,afternoon,Saturday,34
647,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,Cash,5.6,2019-03-20,evening,Wednesday,16
